,time,sentiment
439,2021-06-13 07:00:00,0.0
440,2021-06-14 05:00:00,0.0
441,2021-06-14 06:00:00,0.0
442,2021-06-14 09:00:00,0.0
443,2021-06-15 08:00:00,0.0
444,2021-06-15 09:00:00,0.0
445,2021-06-16 23:00:00,0.0
446,2021-06-17 19:00:00,0.0
447,2021-06-20 21:00:00,0.0
448,2021-06-21 19:00:00,0.0
449,2021-06-24 02:00:00,0.0
450,2021-06-25 03:00:00,-1.0
451,2021-06-25 11:00:00,0.0
452,2021-06-25 12:00:00,0.0
453,2021-06-25 23:00:00,0.0
454,2021-06-27 15:00:00,0.0
455,2021-06-28 21:00:00,0.0
456,2021-06-30 21:00:00,0.0
457,2021-07-01 09:00:00,0.0
458,2021-07-01 10:00:00,0.0
459,2021-07-01 19:00:00,0.0
460,2021-07-02 10:00:00,0.0
461,2021-07-02 14:00:00,0.0
462,2021-07-03 22:00:00,0.0
463,2021-07-04 18:00:00,0.0
464,2021-07-04 19:00:00,0.0
465,2021-07-05 08:00:00,0.0
466,2021-07-06 23:00:00,0.0
467,2021-07-07 17:00:00,0.0
468,2021-07-07 19:00:00,0.0
